0.00,0.00,0.00,3366
0.00,0.00,0.00,3443
0.00,0.00,0.00,3468
0.00,0.00,0.00,3489
0.00,0.00,0.00,3511
0.00,0.00,0.00,3532
0.00,0.00,0.00,3554
0.00,0.00,0.00,3575
0.00,0.00,0.00,3598
0.00,0.00,0.00,3619
0.00,0.00,0.00,3641
0.00,0.00,0.00,3663
0.00,0.00,0.00,3685
0.00,0.00,0.00,3707
0.02,-0.02,-0.12,3731
0.02,-0.03,-0.14,3753
0.02,-0.03,-0.12,3776
0.03,0.00,-0.14,3798
0.01,0.01,-0.09,3819
0.04,0.00,-0.19,3843
0.03,0.00,-0.10,3864
0.02,-0.02,-0.18,3886
0.02,0.00,-0.09,3908
0.04,-0.01,-0.07,3931
0.02,-0.05,-0.05,3955
0.05,-0.04,-0.06,3978
0.04,-0.01,-0.10,4000
0.02,-0.02,-0.05,4022
0.03,0.00,-0.17,4044
0.01,-0.06,-0.02,4066
0.04,-0.03,-0.15,4088
0.01,0.00,-0.07,4110
0.06,0.00,-0.20,4143
0.00,-0.02,-0.04,4173
0.05,-0.02,-0.08,4195
0.04,0.04,-0.04,4217
0.02,0.00,-0.15,4239
0.02,0.01,-0.07,4260
0.02,0.01,-0.03,4284
0.03,-0.01,-0.04,4305
0.03,-0.01,-0.05,4328
0.07,0.03,-0.11,4350
0.01,-0.01,-0.03,4373
0.05,0.00,-0.09,4396
-0.02,-0.02,0.01,4417
0.02,-0.03,-0.09,4439
0.06,0.00,-0.07,4461
0.00,0.02,-0.14,4486
0.06,-0.04,-0.08,4507
0.01,-0.14,0.01,4530
-0.01,-0.12,-0.01,4552
0.00,-0.02,-0.02,4574
0.14,0.10,-0.19,4596
0.17,0.13,-0.24,4618
0.07,0.17,-0.28,4639
0.07,0.07,-0.10,4662
-0.06,-0.08,0.05,4684
-0.09,-0.20,0.07,4706
-0.03,-0.13,0.01,4728
0.00,-0.11,-0.04,4751
-0.03,-0.09,0.03,4773
-0.01,-0.10,-0.06,4796
-0.01,0.00,0.04,4817
-0.10,-0.01,0.00,4840
-0.03,0.03,0.03,4861
0.05,0.10,-0.04,4884
0.24,0.43,-0.27,4907
0.09,0.28,-0.09,4928
0.34,0.52,-0.24,4951
2.18,0.33,-1.73,4972
0.85,0.38,-1.48,4997
-0.19,4.34,2.19,5018
0.48,0.23,-0.26,5041
0.07,2.43,0.26,5062
-1.08,2.20,0.66,5085
-2.15,2.24,0.62,5107
-3.18,1.72,0.61,5129
-3.70,0.70,-0.08,5152
-4.01,0.30,-0.61,5174
-4.98,-0.57,-1.27,5196
-6.20,-1.83,-1.70,5218
-6.66,-1.97,-1.81,5240
-6.95,-2.60,-1.83,5262
-6.74,-2.41,-1.84,5285
-5.97,-1.73,-1.33,5307
-5.10,-1.28,-1.06,5329
-4.44,-0.61,-0.63,5352
-3.41,0.24,0.16,5373
-2.76,0.76,0.67,5397
-1.74,1.42,1.95,5419
-1.26,1.81,2.56,5440
-0.69,1.42,2.85,5463
1.01,1.94,2.77,5487
3.76,2.07,2.12,5509
5.40,1.79,1.36,5539
5.56,0.17,3.29,5568
5.82,-0.71,3.73,5590
6.73,-3.78,3.10,5612
6.93,-3.36,2.95,5635
6.89,-0.96,2.64,5657
12.50,-1.63,-3.33,5680
1.51,1.88,1.55,5701
1.07,0.82,-0.72,5724
1.90,2.59,-1.77,5746
0.42,0.78,-0.26,5769
0.18,-0.24,-0.01,5790
0.19,-0.07,-0.06,5812
0.10,-0.42,0.27,5835
0.10,-0.19,0.14,5858
0.17,-0.10,0.12,5879
0.21,0.03,0.00,5901
0.24,0.18,0.00,5923
0.11,-0.02,0.01,5946
0.04,-0.15,0.16,5967
0.10,-0.14,0.05,5990
0.20,0.00,0.03,6011
0.16,0.00,0.03,6031
0.07,-0.09,0.06,6054
0.10,-0.08,0.07,6076
0.12,-0.06,0.00,6098
0.23,0.08,-0.02,6120
0.21,0.05,-0.07,6141
0.19,0.00,0.02,6164
0.25,0.01,-0.01,6187
0.19,0.04,-0.01,6209
0.07,-0.08,0.08,6231
0.09,-0.04,0.02,6252
0.01,-0.12,0.12,6275
0.24,0.37,-0.10,6297
0.11,0.37,0.03,6319
0.21,0.52,-0.10,6341
0.24,0.91,-0.11,6363
-0.11,0.89,0.23,6385
-0.24,1.30,0.31,6409
-0.20,2.10,0.29,6430
-0.05,3.51,-0.06,6453
-0.11,4.67,-0.36,6474
-0.62,5.63,-0.40,6497
-1.71,6.13,0.17,6519
-2.89,5.52,0.47,6545
-2.65,6.15,0.57,6566
-1.39,6.21,1.12,6589
-2.62,7.27,2.21,6610
-5.18,4.96,-1.08,6633
-11.16,2.72,-4.22,6657
-13.70,-0.48,-8.84,6679
-11.43,-1.62,-8.35,6701
-11.56,0.77,-6.56,6722
-10.78,-0.48,-6.32,6746
-10.00,-0.28,-5.86,6767
-8.86,-0.41,-4.93,6790
-7.40,-0.17,-4.36,6811
-6.72,0.65,-3.38,6834
-5.42,2.46,-2.03,6857
-3.23,3.88,-0.91,6880
0.67,6.21,1.61,6909
1.98,5.24,2.44,6939
5.04,5.88,5.13,6961
6.77,4.70,6.66,6983
7.47,3.98,6.68,7006
7.59,2.37,5.73,7028
7.38,-0.66,6.77,7053
8.16,-1.73,7.36,7074
10.17,-0.78,7.00,7097
12.75,0.16,5.75,7119
16.67,-2.32,3.33,7141
15.37,-0.53,4.05,7163
0.89,1.74,-0.78,7186
-1.02,0.85,0.29,7208
1.56,-1.27,1.16,7231
-0.18,0.65,-0.23,7252
-0.18,-0.92,0.65,7274
-0.24,-0.77,0.44,7298
0.15,-0.05,0.12,7319
0.28,0.05,-0.11,7341
0.21,0.11,-0.02,7363
0.08,-0.02,0.11,7386
0.07,-0.15,0.14,7408
0.09,-0.13,0.14,7430
0.07,-0.07,0.09,7452
0.10,-0.01,0.11,7474
0.11,0.06,-0.08,7496
0.13,0.11,0.02,7519
0.16,0.13,0.00,7540
0.09,0.02,0.09,7565
0.18,0.00,0.00,7588
0.10,-0.06,0.03,7611
0.09,0.12,0.08,7632
0.00,0.11,0.16,7654
0.05,0.34,0.14,7676
0.07,0.86,0.00,7699
0.16,1.15,0.04,7720
0.09,1.10,-0.06,7743
0.39,1.55,-0.42,7764
0.27,1.36,-0.41,7787
-0.66,1.93,0.52,7811
-0.86,3.28,0.57,7832
-0.55,4.29,-0.23,7855
-1.19,6.47,-0.09,7876
-1.92,8.73,-0.28,7899
-3.76,9.29,1.29,7921
-0.36,8.42,0.27,7943
-1.45,7.78,0.56,7965
-3.95,6.70,-0.50,7988
-13.47,2.53,-3.96,8011
-15.90,-2.80,-6.30,8033
-12.10,-0.35,-5.42,8054
-11.64,-2.85,-5.61,8080
-11.23,-2.16,-5.53,8101
-10.39,-1.36,-4.34,8124
-9.19,-0.63,-3.80,8145
-7.95,-0.22,-3.13,8167
-6.10,1.06,-2.79,8190
-4.55,2.50,-1.15,8212
-2.59,3.19,-0.86,8235
-0.14,5.45,0.08,8257
1.31,6.35,1.06,8279
2.62,5.09,1.27,8302
5.48,6.76,2.75,8324
6.61,4.84,2.64,8345
6.07,4.07,3.92,8368
6.65,1.96,4.42,8398
8.49,1.06,4.16,8424
11.57,-0.41,3.72,8448
15.45,-1.58,3.36,8469
17.39,-1.92,2.72,8492
14.49,-0.68,2.20,8514
8.47,-3.87,0.83,8536
0.58,-1.58,2.25,8559
2.99,4.49,-0.17,8581
2.05,-1.74,1.19,8605
1.11,1.24,-0.68,8627
0.04,0.08,-0.20,8650
-0.17,-0.65,0.27,8672
0.04,-0.23,0.01,8693
0.05,-0.04,0.08,8716
0.00,-0.11,0.12,8737
0.16,0.14,-0.05,8760
0.00,-0.11,0.13,8782
0.08,0.05,-0.02,8804
0.07,0.04,0.00,8825
-0.02,-0.11,0.01,8848
-0.05,-0.26,0.13,8869
-0.03,-0.19,0.03,8893
0.05,-0.07,0.02,8914
0.05,-0.08,0.03,8936
0.14,0.08,-0.07,8958
0.15,0.12,-0.04,8981
0.12,0.10,-0.13,9004
0.19,0.17,-0.03,9025
0.13,0.09,-0.11,9047
0.20,0.21,-0.07,9069
0.11,0.11,-0.02,9092
0.07,0.17,-0.01,9116
0.10,0.59,-0.06,9139
0.09,0.65,-0.09,9162
0.05,1.26,-0.02,9184
0.22,1.67,-0.21,9205
0.03,1.58,-0.04,9228
-0.70,2.26,0.55,9250
-0.89,2.99,0.71,9272
-0.65,5.34,-0.27,9294
-1.62,7.22,-0.12,9316
-2.14,9.08,-0.52,9338
-5.29,10.79,1.01,9362
-3.35,8.81,1.14,9383
-0.51,9.02,-0.24,9406
-0.67,6.13,-0.74,9427
-8.47,6.62,-3.77,9451
-23.40,-1.52,-10.08,9473
-13.25,4.34,-8.18,9494
-12.62,-2.00,-7.31,9517
-12.17,-1.57,-7.19,9539
-11.39,-1.20,-6.78,9563
-10.78,-0.23,-5.04,9584
-9.53,0.56,-4.58,9610
-5.99,2.04,-3.99,9641
-2.94,5.04,-2.10,9669
-0.47,5.46,-1.47,9693
1.60,7.10,0.83,9714
3.41,7.09,1.64,9737
4.58,7.59,4.13,9759
5.92,7.40,6.62,9782
7.61,5.83,6.57,9804
10.14,3.17,5.28,9826
11.17,-1.51,5.73,9847
11.96,-0.79,7.34,9870
17.31,-0.35,6.66,9892
20.43,1.85,5.56,9915
13.18,-2.82,4.20,9936
-0.94,2.87,-1.03,9960
2.31,1.65,0.24,9981
3.75,-1.71,0.64,10004
0.14,0.54,-0.19,10027
-0.13,-0.30,0.11,10048
-0.04,-0.33,0.16,10070
0.00,-0.05,0.02,10093
-0.07,-0.13,0.05,10116
0.03,0.12,0.00,10141
-0.04,0.06,0.04,10164
0.00,0.00,-0.01,10185
-0.08,-0.10,0.03,10208
-0.03,-0.09,0.07,10229
-0.20,-0.24,0.09,10252
-0.10,-0.24,0.16,10274
-0.01,-0.03,-0.05,10296
0.02,0.09,-0.03,10317
0.13,0.19,-0.12,10341
0.07,0.10,-0.12,10363
0.08,-0.10,-0.04,10386
0.06,0.05,-0.04,10407
0.07,0.02,0.01,10429
-0.01,0.05,-0.04,10452
-0.01,0.15,0.05,10474
-0.07,0.36,0.02,10496
-0.02,0.54,0.04,10518
0.00,0.84,-0.02,10541
0.03,1.28,-0.08,10563
0.41,1.32,-0.43,10586
-0.55,1.74,0.40,10607
-0.92,1.56,0.82,10633
-0.76,2.58,0.39,10655
-0.02,4.57,-0.84,10677
-0.48,5.08,-0.99,10699
-1.52,6.08,-0.53,10721
-1.97,8.00,-0.83,10743
-4.70,9.75,0.97,10766
-0.71,7.97,0.41,10788
-0.34,8.54,0.52,10811
-2.58,5.14,-0.90,10832
-6.33,5.83,-2.64,10856
-23.62,-13.12,-6.60,10877
-9.34,-0.04,-9.68,10900
-8.01,1.09,-8.09,10921
-8.65,0.64,-6.34,10944
-8.10,-0.80,-7.11,10967
-8.66,-1.02,-6.52,10989
-8.99,-0.96,-5.39,11012
-8.62,-0.26,-4.38,11033
-7.85,1.08,-2.86,11057
-5.89,2.21,-1.29,11078
-3.83,3.31,-0.60,11104
-1.10,5.37,1.16,11125
1.24,6.33,2.86,11148
1.78,5.72,4.03,11169
2.42,6.45,6.31,11193
2.20,5.79,8.11,11215
2.43,4.68,8.49,11237
5.61,2.78,6.97,11268
7.21,-2.79,4.52,11294
7.23,-1.33,5.04,11317
11.88,0.38,4.93,11339
14.64,-0.57,4.42,11362
14.63,0.46,4.22,11383
12.41,-0.49,2.55,11406
11.70,11.65,6.50,11428
1.87,-1.73,2.26,11450
-2.12,3.52,-1.28,11472
3.30,1.51,0.18,11495
2.05,-1.90,0.76,11517
0.61,0.63,-0.43,11539
-0.02,-0.08,-0.10,11563
-0.15,-0.50,0.23,11584
-0.28,-0.47,0.25,11607
0.09,0.08,-0.04,11639
-0.02,-0.13,0.05,11664
0.04,-0.04,0.03,11688
0.01,-0.03,0.00,11713
0.08,0.00,0.00,11737
0.01,-0.08,0.01,11761
0.08,-0.03,0.00,11785
0.10,-0.02,-0.06,11809
0.06,0.05,-0.04,11833
0.14,0.03,-0.20,11857
-0.02,-0.14,0.06,11882
0.03,0.02,-0.08,11907
0.06,0.02,0.01,11931
0.06,0.02,-0.06,11956
0.05,0.03,0.00,11979
0.05,0.01,-0.12,12005
0.00,0.00,0.07,12028
-0.08,-0.11,0.04,12053
0.03,0.11,-0.02,12077
-0.02,0.31,-0.01,12101
0.00,0.69,-0.01,12125
0.17,1.70,-0.22,12148
-0.24,5.20,0.23,12176
-0.50,5.49,-0.11,12199
-0.34,5.66,-0.71,12223
-1.89,5.33,0.10,12249
-3.09,3.77,0.89,12272
-3.52,3.30,1.29,12298
-0.74,2.49,0.11,12321
-0.34,3.21,0.48,12347
-2.69,3.07,-0.24,12370
-4.02,2.58,-0.72,12395
-10.64,-10.51,-5.73,12420
-8.49,3.53,-5.63,12445
-9.09,-0.05,-4.13,12477
-9.13,-0.90,-4.46,12509
-9.22,-1.23,-4.01,12532
-9.40,-1.47,-3.61,12558
-7.22,-0.63,-3.41,12581
-6.77,0.80,-2.04,12607
-5.58,2.95,0.85,12631
-3.77,3.96,1.70,12656
-0.32,4.92,2.49,12680
1.14,4.10,2.02,12707
4.37,4.81,1.72,12732
5.77,3.87,0.59,12756
5.49,3.31,1.16,12781
4.77,2.05,1.81,12806
4.76,2.36,4.06,12830
5.83,0.43,3.92,12855
7.05,-0.35,4.88,12879
8.60,-3.97,5.63,12904
8.67,-3.57,6.93,12929
11.22,0.33,10.12,12952
3.69,-0.37,3.11,12977
0.28,1.58,-0.05,13000
2.32,-0.87,0.89,13025
0.84,0.27,0.20,13049
0.34,0.52,-0.44,13073
0.04,-0.70,0.35,13099
-0.05,-0.47,0.31,13122
0.10,0.01,0.13,13148
0.29,0.05,-0.06,13171
0.14,0.07,0.02,13197
0.01,-0.28,0.17,13220
-0.01,-0.20,0.15,13246
0.18,-0.12,0.01,13273
0.23,0.09,-0.09,13297
0.05,-0.03,0.05,13322
0.03,-0.10,0.10,13346
0.16,-0.08,-0.01,13371
0.24,0.00,-0.05,13394
0.15,-0.07,-0.02,13420
0.10,-0.12,0.05,13444
0.14,0.00,-0.05,13469
0.12,-0.11,0.00,13493
0.18,0.19,-0.14,13518
-0.03,-0.27,0.13,13542
-0.02,-0.15,0.08,13568
0.09,-0.08,0.02,13591
0.14,-0.01,-0.05,13616
0.12,0.00,-0.03,13639
0.16,0.12,-0.12,13664
0.10,-0.02,0.03,13687
0.10,0.00,-0.04,13711
0.07,-0.08,0.00,13735
0.14,0.09,-0.15,13760
0.11,0.04,-0.03,13785
0.00,-0.11,0.01,13811
0.14,0.00,-0.02,13835
0.06,0.06,-0.08,13860
-0.05,-0.22,0.18,13884
0.12,-0.07,-0.10,13910
0.13,0.02,-0.01,13933
0.08,-0.05,-0.07,13959
0.14,-0.06,-0.06,13982
0.09,-0.01,-0.10,14008
0.05,-0.07,0.05,14031
0.03,-0.13,-0.03,14056
0.09,-0.03,-0.03,14080
0.04,-0.11,-0.02,14104
