0.01,-0.06,0.04,169565,3

0.00,-0.03,0.00,169643,3

-0.03,-0.08,0.04,169654,3

0.00,-0.05,0.06,169664,3

0.02,-0.02,0.11,169677,3

0.01,0.00,0.08,169690,3

-0.02,-0.01,0.03,169701,3

0.02,-0.02,0.09,169712,3

0.02,0.00,0.12,169722,3

0.02,-0.03,0.11,169735,3

0.01,-0.02,-0.02,169747,3

0.01,-0.03,0.04,169759,3

0.01,-0.01,0.12,169771,3

0.00,-0.03,0.03,169782,3

0.03,0.00,0.00,169793,3

0.03,-0.01,0.03,169804,3

0.03,-0.01,0.09,169816,3

0.01,-0.02,0.14,169827,3

0.01,-0.02,0.12,169839,3

0.00,-0.05,0.03,169861,3

0.00,-0.02,0.10,169872,3

0.02,-0.07,0.08,169883,3

0.00,-0.02,0.00,169894,3

0.00,-0.04,0.04,169907,3

0.00,-0.03,0.10,169918,3

0.01,-0.04,0.13,169929,3

0.00,-0.04,0.08,169940,3

0.04,-0.04,0.03,169952,3

0.05,-0.01,0.13,169963,3

0.04,0.01,0.15,169974,3

0.04,0.00,0.16,169985,3

0.02,-0.07,-0.01,169998,3

0.02,-0.09,0.01,170010,3

0.00,-0.02,0.11,170021,3

0.04,0.00,0.07,170033,3

0.02,0.00,0.07,170043,3

0.02,0.00,0.06,170055,3

0.00,-0.01,0.11,170077,3

0.02,-0.02,0.13,170089,3

0.03,-0.01,0.04,170101,3

0.01,-0.03,0.06,170112,3

0.01,-0.03,0.12,170123,3

-0.01,-0.08,0.03,170134,3

0.00,-0.06,-0.01,170146,3

0.01,-0.03,0.04,170159,3

0.04,-0.01,0.10,170171,3

0.02,-0.04,0.09,170182,3

0.00,-0.01,0.03,170193,3

0.04,-0.01,0.09,170205,3

0.03,-0.01,0.11,170216,3

0.04,0.00,0.13,170228,3

0.03,-0.02,0.13,170241,3

0.02,-0.05,0.02,170252,3

0.05,-0.09,0.04,170262,3

0.04,-0.03,0.12,170273,3

0.03,-0.02,0.10,170290,3

0.02,-0.01,0.03,170301,3

0.06,-0.02,0.08,170312,3

0.03,-0.03,0.10,170323,3

0.04,-0.04,0.09,170335,3

0.03,-0.03,0.01,170347,3

0.03,-0.01,0.12,170360,3

0.02,-0.01,0.13,170372,3

0.04,0.02,0.14,170383,3

0.03,0.01,0.07,170394,3

0.02,0.00,0.08,170405,3

0.02,-0.03,0.07,170417,3

0.02,-0.05,0.07,170427,3

0.05,-0.06,0.08,170440,3

0.03,-0.02,0.09,170451,3

0.03,-0.04,0.11,170463,3

0.03,-0.01,0.13,170474,3

0.02,-0.06,0.13,170484,3

0.03,0.01,0.07,170498,3

0.04,0.05,0.15,170512,3

0.01,-0.04,0.07,170523,3

0.02,-0.07,0.02,170534,3

0.03,-0.04,-0.01,170546,3

0.04,-0.07,0.00,170558,3

0.00,0.00,0.13,170569,3

0.04,0.07,0.26,170580,3

0.05,-0.06,0.01,170592,3

0.06,-0.05,0.00,170603,3

0.04,-0.03,0.12,170614,3

0.07,0.03,0.16,170625,3

0.07,0.03,0.10,170637,3

0.05,-0.02,0.00,170649,3

0.00,-0.01,0.07,170661,3

-0.04,0.00,0.07,170673,3

-0.01,0.03,0.12,170683,3

-0.02,-0.01,-0.03,170694,3

-0.03,-0.03,0.04,170706,3

0.00,0.00,0.07,170721,3

0.00,-0.03,0.08,170732,3

0.04,0.06,0.06,170743,3

0.01,0.07,0.11,170755,3

0.00,0.05,0.14,170765,3

0.05,0.09,0.21,170776,3

0.09,0.10,0.23,170789,3

0.09,0.10,0.14,170801,3

0.04,0.00,0.11,170812,3

0.01,-0.06,0.08,170823,3

0.07,0.03,0.15,170834,3

0.04,-0.06,-0.02,170846,3

0.03,-0.03,0.02,170859,3

0.05,-0.13,-0.02,170870,3

0.09,-0.18,-0.02,170882,3

0.07,-0.07,0.02,170893,3

0.07,-0.04,0.04,170903,3

0.03,-0.14,0.00,170914,3

0.04,-0.15,-0.02,170927,3

0.03,-0.02,0.07,170942,3

0.02,-0.15,-0.05,170952,3

0.04,0.01,0.14,170963,3

0.07,0.03,0.14,170975,3

0.00,-0.11,-0.01,170986,3

0.01,-0.19,-0.15,170998,3

0.05,-0.04,0.03,171012,3

0.02,-0.14,0.01,171022,3

0.03,-0.05,0.08,171033,3

0.09,0.00,0.01,171044,3

0.02,-0.20,-0.14,171056,3

0.05,-0.16,-0.02,171067,3

0.02,-0.03,0.12,171078,3

0.05,0.04,0.18,171090,3

0.03,-0.01,0.07,171103,3

0.06,0.10,0.20,171113,3

0.02,0.12,0.25,171124,3

0.00,0.15,0.22,171136,3

0.01,0.14,0.19,171151,3

-0.01,0.18,0.25,171162,3

-0.03,0.18,0.22,171173,3

-0.12,0.23,0.24,171185,3

-0.15,0.32,0.15,171196,3

-0.12,0.31,0.10,171208,3

-0.16,0.20,0.08,171219,3

-0.14,0.42,0.25,171231,3

-0.02,0.49,0.30,171242,3

-0.14,0.27,0.14,171253,3

-0.14,0.38,0.16,171265,3

-0.09,0.40,0.08,171276,3

-0.27,0.16,-0.11,171287,3

-0.34,0.01,-0.34,171299,3

-0.35,0.56,-0.06,171312,3

-0.60,0.49,-0.23,171323,3

-0.72,1.36,-0.05,171334,3

-0.83,1.10,-0.28,171345,3

-0.95,1.21,-0.23,171362,3

-0.87,1.29,0.16,171373,3

-0.67,1.94,0.62,171384,3

-1.05,1.83,0.35,171395,3

-1.38,1.76,-0.14,171407,3

-1.39,1.50,-0.10,171418,3

-1.43,1.66,0.00,171429,3

-1.37,1.47,0.00,171442,3

-1.64,1.14,-0.43,171453,3

-1.71,1.32,-0.41,171464,3

-1.58,1.42,-0.55,171474,3

-1.86,1.55,-0.72,171486,3

-1.95,1.67,-1.09,171499,3

-1.99,2.21,-1.21,171511,3

-1.96,2.29,-0.80,171523,3

-0.91,4.75,-1.31,171534,3

-2.27,4.79,-1.68,171545,3

-1.73,2.18,-1.71,171557,3

-1.16,4.09,-2.20,171572,3

-3.37,4.05,-1.70,171583,3

-3.16,3.86,-1.78,171594,3

-3.53,4.25,-1.60,171606,3

-3.71,2.32,-0.63,171617,3

-3.65,0.30,-0.70,171627,3

-6.51,-0.67,-0.22,171640,3

-9.36,-0.97,0.56,171653,3

-8.35,-2.21,-0.50,171663,3

-8.89,-3.22,1.80,171674,3

-9.52,-0.95,0.20,171685,3

-9.97,-0.52,0.26,171698,3

-9.82,-1.13,0.07,171711,3

-9.48,-1.93,0.27,171722,3

-8.89,-3.64,0.44,171734,3

-8.96,-3.35,0.51,171745,3

-9.17,-2.54,0.66,171756,3

-8.99,-2.18,0.72,171766,3

-8.65,-2.12,0.66,171782,3

-7.50,-1.48,0.14,171793,3

-6.94,-1.09,0.14,171804,3

-6.31,-0.72,0.07,171815,3

-5.47,0.03,-0.12,171827,3

-5.06,0.66,-0.25,171839,3

-4.69,1.22,-0.46,171852,3

-3.19,2.23,-0.87,171864,3

-2.57,2.54,-0.92,171875,3

-2.08,3.06,-1.01,171886,3

-1.69,3.67,-1.23,171898,3

-1.01,4.32,-1.43,171911,3

-0.52,4.15,-1.63,171922,3

-0.01,4.54,-1.94,171933,3

0.19,4.62,-2.01,171944,3

0.40,4.69,-2.05,171956,3

0.60,4.84,-2.06,171967,3

0.85,5.19,-1.91,171981,3

1.25,5.34,-1.77,171994,3

2.49,5.09,-1.42,172004,3

3.09,5.06,-1.24,172015,3

3.64,5.33,-1.06,172026,3

4.15,5.64,-0.76,172040,3

5.46,5.20,-0.08,172052,3

7.70,3.73,1.04,172063,3

9.75,3.41,1.38,172075,2

11.14,4.05,1.41,172086,2

13.10,4.70,1.41,172098,2

15.88,5.64,0.53,172110,2

22.00,0.89,2.70,172122,2

22.36,1.20,2.26,172134,2

21.17,0.34,-0.88,172144,2

19.64,0.16,-1.04,172155,2

12.70,6.18,1.54,172167,2

0.58,10.59,8.56,172178,1

-1.66,2.61,0.46,172190,1

0.39,8.79,7.98,172206,1

1.76,2.48,1.50,172217,1

4.15,1.59,-0.75,172227,1

5.20,0.51,-1.72,172240,1

3.03,-1.62,-3.27,172253,1

-1.64,0.22,1.75,172264,1

0.14,2.06,1.64,172275,1

0.40,-3.87,-3.67,172286,1

0.08,-2.07,-2.12,172299,1

0.13,-1.06,-1.09,172311,1

0.59,-0.39,-0.46,172322,1

-0.08,1.03,1.29,172334,1

0.38,0.72,0.76,172345,1

0.09,0.38,0.57,172356,1

0.28,0.68,0.79,172367,1

0.21,0.38,0.43,172378,0

0.08,-0.47,-0.37,172391,0

0.21,-0.12,-0.12,172403,0

0.11,0.04,0.07,172418,0

0.05,-0.13,-0.04,172429,0

0.07,0.00,0.07,172441,0

0.09,-0.01,-0.04,172453,0

0.02,-0.02,0.02,172465,0

0.01,0.04,0.07,172475,0

0.02,0.03,0.10,172486,0

0.07,0.02,0.02,172497,0

0.11,-0.07,0.01,172511,0

0.11,-0.04,0.07,172522,0

0.10,-0.09,0.04,172533,0

0.10,-0.02,0.02,172545,0

0.07,-0.07,0.00,172555,0

0.03,-0.10,0.09,172566,0

0.05,0.00,0.24,172577,0

0.40,1.38,1.07,172590,0

0.23,-0.46,-1.09,172602,0

-0.33,-1.67,-1.03,172614,0

0.00,-0.27,0.24,172628,0

0.05,-0.42,-0.03,172641,0

0.09,0.21,0.33,172653,0

0.10,0.25,0.31,172664,0

0.14,0.24,0.30,172676,0

0.02,0.02,0.18,172687,0

-0.09,-0.12,-0.02,172698,0

-0.05,-0.03,0.00,172710,0

0.05,0.06,0.10,172721,0

0.06,0.14,0.17,172732,0

0.00,0.11,0.16,172744,0

-0.18,0.05,-0.02,172754,0

-0.10,0.33,0.27,172766,0

-0.01,0.50,0.49,172777,0

-0.05,0.47,0.43,172788,0

0.10,0.69,0.41,172802,0

-0.14,0.84,0.41,172814,0

-0.89,2.26,0.16,172825,0

-0.70,1.57,0.44,172836,0

-0.53,1.21,0.69,172852,0

-0.46,1.81,1.05,172864,0

-0.50,1.74,0.94,172875,0

-1.14,1.35,0.31,172887,0

-1.28,1.36,0.00,172898,0

-1.41,1.29,-0.09,172910,0

-1.55,1.35,-0.15,172921,0

-1.74,2.19,0.00,172933,0

-1.97,2.32,0.04,172944,0

-2.41,3.20,0.47,172955,0

-2.91,3.53,0.33,172966,0

-3.35,3.68,-0.04,172978,0

-3.87,3.85,-0.36,172989,0

-4.32,4.05,-1.15,173001,0

-4.43,3.87,-1.23,173015,0

-2.97,5.58,-0.45,173025,0

-1.15,6.48,-0.70,173036,0

-1.73,7.36,-0.58,173047,0

-3.22,5.14,-1.12,173071,0

-4.73,7.92,-1.05,173082,0

-5.51,6.29,-1.65,173094,0

-4.86,6.45,-0.26,173106,0

-5.66,5.27,0.38,173117,0

-6.62,5.23,0.51,173127,0

-10.22,1.44,-0.68,173140,0

-10.02,-3.09,1.17,173153,0

-18.66,-5.80,3.63,173165,0

-12.85,-7.49,3.02,173176,1

-12.77,-4.52,2.62,173188,1

-12.91,3.02,0.88,173199,1

-13.70,3.06,0.94,173212,1

-12.15,0.98,0.82,173223,1

-10.47,-1.79,0.85,173235,1

-10.27,-3.30,1.11,173246,1

-10.65,-1.50,1.01,173257,1

-10.79,-0.44,0.82,173272,1

-10.20,0.14,0.65,173283,1

-9.58,0.02,0.54,173294,1

-7.58,0.15,0.42,173305,1

-6.87,0.85,0.46,173317,1

-6.13,1.47,0.47,173328,1

-5.41,1.83,0.42,173340,1

-4.35,2.76,0.08,173353,1

-3.65,3.08,-0.12,173365,1

-2.28,4.05,-0.26,173376,1

-1.50,5.28,-0.40,173387,1

-0.70,5.70,-0.46,173400,1

0.31,5.95,-0.41,173412,1

1.87,5.88,-0.38,173423,1

2.76,5.82,-0.30,173434,1

4.18,6.71,-0.51,173446,1

5.27,7.46,-0.64,173457,1

5.84,7.71,-0.70,173468,1

6.41,7.65,-0.84,173483,1

7.07,6.71,-1.21,173495,1

7.91,6.88,-1.65,173506,1

8.29,7.36,-1.77,173517,1

9.17,6.65,-2.02,173529,1

10.00,6.10,-1.92,173541,1

11.00,5.64,-1.65,173553,1

13.21,5.05,-0.60,173565,1

16.76,5.33,1.11,173577,0

19.03,5.20,2.14,173588,0

21.59,3.05,2.64,173599,0

21.38,1.69,2.46,173613,0

20.41,0.57,2.10,173624,0

16.13,7.65,-6.87,173635,0

-0.68,-4.95,-0.29,173646,0

-0.23,8.68,8.52,173658,0

-3.33,2.85,3.56,173669,0

0.96,6.69,6.03,173680,0

0.40,11.43,7.42,173696,0

2.55,4.30,1.91,173706,0

1.94,3.03,1.76,173717,0

2.75,2.74,0.64,173728,0

5.47,-1.50,-5.23,173742,0

4.04,-0.23,-2.14,173754,0

0.09,3.25,2.86,173765,0

1.28,0.82,0.40,173776,0

0.47,-0.31,-0.31,173788,0

-0.35,-1.01,-0.57,173800,0

-0.12,-0.66,-0.38,173812,0

0.05,-0.86,-0.65,173824,0

0.17,-0.51,-0.31,173835,0

0.13,0.79,0.79,173846,0

0.03,0.66,0.70,173857,0

0.13,0.31,0.33,173869,0

0.05,-0.08,0.13,173880,0

0.00,-0.06,0.17,173892,0

-0.05,-0.24,-0.19,173906,0

-0.11,-0.46,-0.25,173918,0

-0.10,-0.63,-0.40,173929,0

-0.04,-0.40,-0.17,173941,0

0.00,-0.25,-0.15,173954,0

0.00,0.02,0.09,173966,0

0.03,-0.36,-0.10,173977,0

0.01,-0.60,-0.32,173987,0

0.07,-0.68,-0.56,174000,0

0.07,-0.52,-0.37,174012,0

0.09,-0.16,-0.08,174023,0

0.20,0.58,0.69,174034,0

0.26,0.48,0.62,174046,0

0.28,0.61,0.77,174057,0

0.22,0.41,0.60,174068,0

0.09,0.09,0.38,174080,0

0.12,0.16,0.36,174092,0

0.13,0.15,0.27,174104,0

0.15,0.06,0.18,174116,0

0.10,-0.07,0.04,174131,0

0.07,0.00,0.14,174143,0

0.02,0.08,0.18,174155,0

-0.02,0.29,0.44,174167,0

0.05,0.19,0.37,174178,0

0.11,0.27,0.43,174189,0

0.08,-0.11,-0.04,174200,0

0.06,-0.17,-0.05,174214,0

0.11,-0.06,0.08,174225,0

-0.08,-0.35,-0.28,174236,0

-0.08,-0.17,-0.15,174247,0

-0.04,-0.08,-0.02,174259,0

0.07,0.22,0.30,174270,0

-0.03,0.32,0.35,174280,0

-0.22,0.52,0.20,174294,0

-0.18,0.66,-0.03,174306,0

-0.31,1.90,0.84,174316,0

-0.75,2.07,0.80,174327,0

-0.53,1.88,0.91,174344,0

-0.23,0.91,0.71,174356,0

-0.96,1.48,0.06,174367,0

-0.75,1.54,0.64,174377,0

-0.70,1.40,0.78,174389,0

-0.88,1.41,0.62,174402,0

-1.49,2.15,0.54,174414,0

-1.18,1.88,0.93,174426,0

-1.99,2.51,0.83,174437,0

-2.05,2.88,0.97,174448,0

-2.49,3.38,0.84,174459,0

-3.18,3.94,0.63,174470,0

-3.13,3.37,0.42,174481,0

-3.53,4.23,0.45,174494,0

-4.22,4.98,-0.05,174505,0

-5.11,4.35,-0.44,174517,0

-3.99,4.88,-0.32,174528,0

-3.74,6.16,-0.12,174539,0

-3.13,8.69,0.17,174556,0

